playerID,Name,NumYears,debut,final,G,AB,R,H,Doubles,Triples,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,PA,TB,Avg,OBP,Slg,OPS,SBA,SB_Pct,P,C,1B,2B,3B,SS,OF,LF,CF,RF,PrimPos,ROY,MVP,TC,GG_C,GG_1B,GG_2B,GG_3B,GG_SS,GG_LF,GG_CF,GG_RF,GG_OF,GG_All_OF,GG_Total,WAR,indYear,votedBy,inducted
wagneha01,Hal Wagner,12,1937,1949,672.0,1849.0,179.0,458.0,90.0,12.0,15.0,228.0,10.0,6.0,253.0,152.0,36.0,15.0,24.0,25.0,37.0,2166.0,617.0,0.24770146024878312,0.3389355742296919,0.3336938885884262,0.6726294628181181,16.0,0.625,0,626,0,0,0,0,0,0,0,0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.329999999999999,0.0,0,0.0
wagnehe01,Heinie Wagner,12,1902,1918,983.0,3333.0,402.0,834.0,128.0,47.0,10.0,343.0,144.0,69.0,310.0,284.0,24.0,28.0,100.0,32.0,77.0,3803.0,1086.0,0.2502250225022502,0.3165001350256549,0.3258325832583258,0.6423327182839806,213.0,0.676056338028169,0,0,0,138,8,822,1,1,0,0,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.11,0.0,0,0.0
wagneho01,Honus Wagner,21,1897,1917,2794.0,10439.0,1739.0,3420.0,643.0,252.0,101.0,1733.0,723.0,268.0,963.0,735.0,103.0,125.0,221.0,138.0,185.0,11886.0,4870.0,0.3276175878915605,0.38645520788684096,0.46651978158827473,0.8529749894751157,991.0,0.7295660948536832,2,0,248,57,210,1887,373,35,66,272,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.85,1936.0,BBWAA,1.0
wagnele01,Leon Wagner,12,1958,1969,1352.0,4426.0,636.0,1202.0,150.0,15.0,211.0,669.0,54.0,24.0,435.0,656.0,64.0,43.0,11.0,35.0,61.0,4950.0,2015.0,0.271577044735653,0.34014982790038467,0.4552643470402169,0.7954141749406016,78.0,0.6923076923076923,0,0,0,0,0,0,1140,1027,0,127,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.759999999999998,0.0,0,0.0
waitked01,Eddie Waitkus,11,1941,1955,1140.0,4254.0,528.0,1214.0,215.0,44.0,24.0,373.0,28.0,30.0,372.0,204.0,35.0,11.0,40.0,32.0,75.0,4709.0,1589.0,0.2853784673248707,0.3420432640822446,0.37353079454630933,0.7155740586285539,58.0,0.4827586206896552,0,0,1049,0,0,0,20,20,0,0,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.070000000000002,0.0,0,0.0
walbema01,Matt Walbeck,11,1993,2003,682.0,2109.0,215.0,492.0,79.0,5.0,28.0,208.0,13.0,12.0,133.0,343.0,4.0,10.0,14.0,14.0,56.0,2280.0,665.0,0.2332859174964438,0.2802294792586055,0.3153153153153153,0.5955447945739207,25.0,0.52,0,651,2,0,0,0,0,0,0,0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.37,0.0,0,0.0
walkech01,Chico Walker,11,1980,1993,526.0,1217.0,150.0,299.0,37.0,7.0,17.0,116.0,67.0,19.0,109.0,212.0,7.0,1.0,6.0,15.0,22.0,1348.0,401.0,0.2456861133935908,0.30476900149031294,0.3294987674609696,0.6342677689512826,86.0,0.7790697674418605,0,0,0,74,122,0,174,88,66,42,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.24,0.0,0,0.0
walkecu01,Curt Walker,12,1919,1930,1359.0,4858.0,718.0,1475.0,235.0,117.0,64.0,688.0,96.0,82.0,535.0,254.0,73.0,9.0,170.0,56.0,86.0,5628.0,2136.0,0.30362289007822146,0.36991572004397216,0.43968711403869903,0.8096028340826712,178.0,0.5393258426966292,0,0,1,0,0,0,1310,105,95,1120,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,0.0,0,0.0
walkedi02,Dixie Walker,18,1931,1949,1905.0,6740.0,1037.0,2064.0,376.0,96.0,105.0,1023.0,59.0,72.0,817.0,325.0,92.0,16.0,93.0,80.0,116.0,7746.0,2947.0,0.3062314540059347,0.37854436168822686,0.43724035608308603,0.8157847177713129,131.0,0.45038167938931295,0,0,3,0,0,0,1736,249,312,1204,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.209999999999994,0.0,0,0.0
walkege02,Gee Walker,15,1931,1945,1784.0,6771.0,954.0,1991.0,399.0,76.0,124.0,997.0,223.0,89.0,330.0,600.0,41.0,44.0,66.0,80.0,167.0,7291.0,2914.0,0.2940481465071629,0.3273356401384083,0.4303647910205287,0.757700431158937,312.0,0.7147435897435898,0,0,0,0,3,0,1613,742,463,420,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.61,0.0,0,0.0
